id,title,view,label
516,"['fortes', 'out', 'penggawa', 'main', 'asing', 'arema', 'fc', 'wait', 'and', 'see']",1744,populer
517,"['laga', 'kontra', 'psm', 'arema', 'fc', 'rombak', 'skuad']",8150,populer
518,"['hadap', 'psm', 'arema', 'fc', 'hantu', 'rekor', 'minor', 'laga']",11222,populer
519,"['hadap', 'arema', 'fc', 'psm', 'makassar', 'pincang']",7111,populer
520,"['siang', 'arema', 'fc', 'women', 'hadap', 'wakil', 'papua', 'semifinal']",11581,populer
521,"['arema', 'fc', 'modal', 'jeda', 'jelang', 'laga', 'pamungkas']",9073,populer
522,"['sembilan', 'main', 'arema', 'fc', 'musim', 'cepat']",8977,populer
523,"['arema', 'fc', 'siap', 'jurus', 'redam', 'ciro', 'alves']",5603,populer
524,"['arema', 'fc', 'women', 'lesat', 'gol', 'laga', 'piala', 'pertiwi']",6261,populer
525,"['hadap', 'persikabo', 'arema', 'fc', 'harap', 'tuah', 'stadion', 'kompyang', 'sujana']",7046,populer
526,"['dedik', 'setiawan', 'arema', 'fc', 'finish']",6725,populer
527,"['sambut', 'semifinal', 'piala', 'pertiwi', 'arema', 'kodew', 'maksimal', 'recovery']",3534,populer
528,"['arema', 'fc', 'dukung', 'sistem', 'kandangtandang', 'musim']",3626,populer
529,"['universitas', 'brawijaya', 'milik', 'arema', 'dunia']",10860,populer
530,"['laga', 'lawan', 'borneo', 'fc', 'malam', 'ajang', 'arema', 'fc', 'obat', 'kecewa', 'suporter']",14346,populer
531,"['hadap', 'borneo', 'fc', 'arema', 'fc', 'dibayangbayangi', 'tren', 'buruk', 'venue', 'laga']",869,populer
532,"['duel', 'arema', 'fc', 'versus', 'borneo', 'fc', 'samasama', 'minus', 'gelandang']",12437,populer
533,"['musim', 'juara', 'arema', 'fc', 'catat', 'prestasi', 'rekor']",6500,populer
534,"['misi', 'arema', 'fc', 'tim', 'baik', 'jawa', 'timur']",12411,populer
535,"['penggawa', 'arema', 'fc', 'absen', 'laga']",13439,populer
536,"['manajemen', 'arema', 'fc', 'bantah', 'rumor', 'hengkang', 'pilar', 'tim']",7650,populer
537,"['arema', 'fc', 'berat', 'finish']",11919,populer
538,"['manajemen', 'arema', 'fc', 'spirit', 'main', 'jaga']",9590,populer
539,"['bal', 'united', 'vs', 'arema', 'fc', 'laga', 'krusial', 'buru', 'juara', 'liga']",4841,populer
540,"['lawan', 'bal', 'united', 'arema', 'fc', 'tambah', 'amunisi']",11913,populer
541,"['arema', 'fc', 'finish', 'baya', 'serius']",5368,populer
542,"['realistis', 'arema', 'fc', 'alih', 'bidik', 'kompetisi', 'asia']",2749,populer
543,"['presiden', 'arema', 'fc', 'baik', 'performa', 'musim']",9621,populer
544,"['laden', 'arema', 'fc', 'maung', 'bandung', 'usung', 'misi', 'revans']",9437,populer
545,"['duel', 'arema', 'fc', 'kontra', 'persib', 'warna', 'absen', 'main', 'kunci']",9058,populer
546,"['duel', 'arema', 'fc', 'kontra', 'persib', 'awas', 'wasit']",5598,populer
547,"['bagas', 'ego', 'kuat', 'lini', 'arema', 'fc']",13978,populer
548,"['menang', 'barito', 'putera', 'motivasi', 'arema', 'fc', 'tambah']",13110,populer
549,"['nganem', 'barito', 'putra', 'modal', 'arema', 'fc', 'jelang', 'laga', 'big', 'match']",8913,populer
550,"['arema', 'fc', 'menang', 'lawan', 'barito', 'putera', 'malam']",14505,populer
551,"['lawan', 'barito', 'putera', 'sarana', 'arema', 'fc', 'jalur', 'juara']",12599,populer
552,"['samping', 'gelar', 'individu', 'main', 'arema', 'fc', 'sepakat', 'sapu', 'bersih', 'laga']",4400,populer
553,"['hormat', 'nyepi', 'arema', 'fc', 'pilih', 'libur', 'hari']",7619,populer
554,"['latih', 'arema', 'fc', 'bicara', 'juara']",13312,populer
555,"['manajemen', 'arema', 'fc', 'wait', 'and', 'see', 'sanksi', 'bagas', 'adi', 'nugroho']",12601,populer
556,"['baik', 'performa', 'arema', 'fc', 'fokus', 'baik', 'aspek']",7313,populer
557,"['main', 'arema', 'fc', 'legawa', 'kritik', 'harap', 'support']",10619,populer
558,"['jaga', 'fokus', 'arema', 'fc', 'batal', 'rencana', 'libur', 'latih']",12351,populer
559,"['arema', 'fc', 'potensi', 'turun', 'peringkat']",1463,populer
560,"['jaga', 'aman', 'bumi', 'arema', 'polisi', 'gandeng', 'ulama']",1095,populer
561,"['kapten', 'arema', 'fc', 'main', 'semangat']",10999,populer
562,"['poin', 'arema', 'fc', 'lampau', 'catat', 'musim']",4576,populer
563,"['paksa', 'absen', 'fortes', 'percaya', 'arema', 'fc', 'garang']",3294,populer
564,"['arema', 'fc', 'vs', 'baya', 'panggung', 'unjuk', 'gigi', 'produk', 'akademi']",7257,populer
565,"['hadap', 'baya', 'arema', 'fc', 'perhati', 'khusus', 'sektor', 'sayap']",7153,populer
566,"['arema', 'fc', 'pilih', 'enjoy', 'geber', 'siap', 'hadap', 'baya']",8940,populer
567,"['lawan', 'baya', 'tangguh', 'lini', 'arema', 'fc', 'uji']",4276,populer
568,"['tim', 'medis', 'arema', 'fc', 'saran', 'ruang', 'ganti', 'main', 'difogging']",11830,populer
569,"['kalah', 'madura', 'united', 'arema', 'fc', 'aman', 'puncak', 'klasemen']",11623,populer
570,"['kalah', 'arema', 'fc', 'latih', 'madura', 'united', 'kalah', 'wajar']",8215,populer
571,"['hadap', 'madura', 'united', 'enam', 'penggawa', 'arema', 'fc', 'rawan', 'kena', 'akumulasi']",7820,populer
572,"['jelang', 'hadap', 'arema', 'fc', 'madura', 'united', 'tambah', 'amunisi']",7114,populer
573,"['laga', 'arema', 'fc', 'versus', 'madura', 'united', 'maju']",11207,populer
574,"['dedik', 'setiawan', 'daftar', 'main', 'cedera', 'arema', 'fc']",8015,populer
575,"['musim', 'arema', 'fc', 'momentum', 'juara']",4629,populer
576,"['unggul', 'sita', 'arema', 'fc', 'aman', 'puncak', 'klasemen', 'liga']",5422,populer
577,"['pulih', 'cedera', 'maringa', 'tunggu', 'lampu', 'hijau', 'latih', 'arema', 'fc']",9734,populer
578,"['lawan', 'sita', 'arema', 'fc', 'unbeaten']",9072,populer
579,"['aman', 'tahta', 'liga', 'arema', 'fc', 'minimal', 'butuh', 'poin']",12193,populer
580,"['genta', 'arema', 'fc', 'opsi', 'lini', 'serang']",11036,populer
581,"['laden', 'arema', 'fc', 'sita', 'asah', 'finishing', 'touch']",5527,populer
582,"['alfarizi', 'dominasi', 'catat', 'minutes', 'play', 'arema', 'fc']",11980,populer
583,"['potensi', 'poin', 'arema', 'fc', 'layang', 'akibat', 'strategi', 'low', 'defense']",8761,populer
584,"['kabar', 'buruk', 'eduardo', 'potensi', 'absen', 'arema', 'fc', 'laden', 'sita']",4289,populer
585,"['ryan', 'kurnia', 'usung', 'target', 'pecah', 'telur', 'tim', 'arema', 'fc']",12437,populer
586,"['jelang', 'tampil', 'turki', 'arema', 'fc', 'women', 'banyak', 'referensi', 'calon', 'lawan']",14858,populer
587,"['persiraja', 'tekad', 'henti', 'rekor', 'unbeaten', 'arema', 'fc']",2359,populer
588,"['bagas', 'adi', 'absen', 'arema', 'fc', 'utakatik', 'formula', 'lini']",13995,populer
589,"['arema', 'fc', 'wajib', 'waspada', 'ledak', 'tim', 'juru', 'kunci']",1833,populer
590,"['modal', 'rekor', 'mentereng', 'arema', 'fc', 'jelang', 'hadap', 'persiraja']",2215,populer
591,"['arema', 'fc', 'potensi', 'pecah', 'rekor', 'poin', 'liga']",11508,populer
592,"['habis', 'duel', 'terbit', 'romantisme', 'tim', 'persija', 'arema', 'fc']",6218,populer
593,"['tahan', 'persija', 'arema', 'fc', 'panjang', 'rekor']",4016,populer
594,"['arema', 'fc', 'waspada', 'energi', 'main', 'lap', 'persija']",4170,populer
595,"['hadap', 'arema', 'fc', 'persija', 'datang', 'main']",4735,populer
596,"['laden', 'persija', 'arema', 'fc', 'tampil', 'stadion', 'sahabat']",11804,populer
597,"['hadap', 'arema', 'fc', 'pilar', 'persija', 'absen']",1159,populer
598,"['main', 'arema', 'fc', 'opsi', 'hadap', 'persija']",1238,populer
599,"['kib', 'kompak', 'tegas', 'komitmen', 'kawal', 'program', 'perintah', 'jokowi', 'kabinet']",1712,populer
600,"['manuver', 'cerdas', 'koalisi', 'indonesia', 'satu', 'apresiasi', 'jokowi']",5154,populer
601,"['luncur', 'gernas', 'bbi', 'jokowi', 'ajak', 'masyarakat', 'belanja', 'produk', 'negeri']",11663,populer
602,"['airlangga', 'koalisi', 'indonesia', 'satu', 'lanjut', 'bangun', 'era', 'jokowi']",2813,populer
603,"['adem', 'airlangga', 'surya', 'paloh', 'sepakat', 'jaga', 'perintah', 'jokowi']",3987,populer
604,"['good', 'news', 'arah', 'jokowi', 'karantina', 'jemaah', 'umrah', 'ppln', 'hari']",5418,populer
605,"['bupati', 'sanusi', 'beber', 'pesan', 'presiden', 'jokowi']",14845,populer
606,"['airlangga', 'terima', 'aspirasi', 'panjang', 'jabat', 'jokowi', 'tani', 'sawit']",7824,populer
607,"['sanitasi', 'arah', 'jokowi', 'bupati', 'sanusi']",1446,populer
608,"['ekonomi', 'nasional', 'baik', 'puas', 'kerja', 'jokowi', 'tingkat']",10802,populer
609,"['airlangga', 'jokowi', 'temu', 'joe', 'biden', 'bahas', 'geopolitik', 'indo', 'pacific']",9028,populer
610,"['presiden', 'jokowi', 'apresiasi', 'kerja', 'tahan', 'indonesiaprancis']",8781,populer
611,"['jokowi', 'nilai', 'partai', 'golkar', 'matang', 'alam']",11846,populer
612,"['apresiasi', 'golkar', 'sukses', 'jokowima', 'ruf', 'kendali', 'covid']",14215,populer
613,"['menko', 'airlangga', 'damping', 'presiden', 'jokowi', 'serah', 'bantu', 'tunai']",11481,populer
614,"['opening', 'ceremony', 'pon', 'papua', 'buka', 'langsung', 'presiden', 'jokowi']",1260,populer
615,"['langgar', 'uu', 'jokowi', 'vonis', 'salah', 'adil', 'jakarta', 'pusat']",14204,populer
616,"['viral', 'demo', 'jokowi', 'ternak', 'blitar', 'undang', 'istana']",14534,populer
617,"['presiden', 'jokowi', 'tren', 'turun', 'covid', 'jaga']",8481,populer
618,"['sertifikat', 'vaksin', 'presiden', 'jokowi', 'edar', 'sosmed', 'menkes', 'tindak']",7458,populer
619,"['malang', 'raya', 'masuk', 'level', 'jokowi', 'ppkm', 'september']",14539,populer
620,"['presiden', 'jokowi', 'kumpul', 'elit', 'parpol', 'istana']",2139,populer
621,"['presiden', 'jokowi', 'dukung', 'cepat', 'vaksinasi', 'mahasiswa', 'kota', 'malang']",14123,populer
622,"['smrc', 'jokowi', 'percaya', 'airlangga']",10342,populer
623,"['salat', 'idul', 'adha', 'pakai', 'muazin', 'akun', 'presiden', 'jokowi', 'semprit', 'netizen']",9655,populer
624,"['presiden', 'jokowi', 'laku', 'ppkm', 'darurat', 'jawa', 'bal']",1370,populer
625,"['bem', 'ui', 'gelar', 'jokowi', 'king', 'of', 'lips', 'service', 'respon', 'rektorat']",11774,populer
626,"['sindir', 'presiden', 'jokowi', 'bem', 'ui', 'dadak', 'trending', 'twitter']",1456,populer
627,"['ingat', 'lahir', 'pancasila', 'jokowi', 'waspada', 'ideologi', 'transnasional']",9464,populer
628,"['ahmad', 'dhani', 'abdee', 'slank', 'siap', 'menteri', 'jokowi']",10751,populer
629,"['jokowi', 'target', 'ekonomi', 'tumbuh', 'persen', 'respon', 'sutiaji']",10348,populer
630,"['lebaran', 'anak', 'cucu', 'presiden', 'jokowi']",10319,populer
631,"['cek', 'fakta', 'jokowi', 'pulang', 'kampung', 'larang', 'mudik']",6435,populer
632,"['kunjung', 'dampit', 'jokowi', 'baik', 'rumah', 'korban', 'gempa']",9488,populer
633,"['malang', 'presiden', 'jokowi', 'impor', 'beras']",8184,populer
634,"['malang', 'rute', 'jalan', 'presiden', 'jokowi']",9848,populer
635,"['ring', 'jokowi', 'besok', 'reshuffle', 'menteri']",1356,populer
636,"['ring', 'jokowi', 'sidak', 'rencana', 'mega', 'proyek', 'cable', 'car', 'batu']",12915,populer
637,"['presiden', 'jokowi', 'kunjung', 'ungsi', 'korban', 'gempa', 'malang']",9516,populer
638,"['jelang', 'reshuffle', 'kabinet', 'demokrat', 'parpol', 'jokowi']",4027,populer
639,"['gempa', 'malang', 'presiden', 'jokowi', 'tangan', 'korban', 'segera']",11053,populer
640,"['simak', 'kesan', 'rekrut', 'arema', 'fc']",1064,populer
641,"['unggul', 'pss', 'sleman', 'rekor', 'arema', 'fc', 'jaga']",4593,populer
642,"['sua', 'pss', 'sleman', 'main', 'arema', 'fc', 'reuni']",1653,populer
643,"['duh', 'jelang', 'piala', 'asia', 'women', 'delegasi', 'arema', 'fc', 'women', 'timnas', 'sakit']",11997,populer
644,"['kushedya', 'yudo', 'adaptasi', 'ulang', 'gaya', 'main', 'arema', 'fc']",3951,populer
645,"['arema', 'fc', 'merabaraba', 'kuat', 'pss', 'sleman']",13528,populer
646,"['posisi', 'arema', 'fc', 'tahan', 'peringkat', 'tentu', 'regulasi']",5397,populer
647,"['arema', 'fc', 'pasti', 'kiper', 'putar', 'bri', 'liga']",13080,populer
648,"['arema', 'fc', 'laga', 'eduardo', 'jalan']",4392,populer
649,"['arema', 'fc', 'hadap', 'jadwal', 'padat', 'kushedya', 'yudo', 'sikap', 'happy']",1977,populer
650,"['arema', 'fc', 'cicip', 'puncak', 'klasemen']",8691,populer
651,"['februari', 'arema', 'fc', 'tunggu', 'derby', 'jatim', 'maret', 'wajib', 'lakon', 'big', 'match']",12883,populer
652,"['arema', 'fc', 'pasti', 'full', 'team', 'sua', 'bhayangkara', 'fc']",14226,populer
653,"['jelang', 'sua', 'arema', 'fc', 'bhayangkara', 'fc', 'amunisi']",11938,populer
654,"['alam', 'rekrut', 'anyar', 'arema', 'fc', 'jamin', 'adaptasi', 'cepat']",5776,populer
655,"['trio', 'timnas', 'milik', 'arema', 'fc', 'cepat']",7035,populer
656,"['arema', 'fc', 'ngewes', 'fortes']",872,populer
657,"['pesan', 'manajemen', 'arema', 'fc', 'jelang', 'turun', 'putar', 'bri', 'liga']",7776,populer
658,"['persikabo', 'duka', 'arema', 'fc', 'kena', 'pita', 'hitam']",6471,populer
659,"['kans', 'fabiano', 'sandi', 'sute', 'back', 'to', 'back', 'juara', 'arema', 'fc']",1672,populer
660,"['fisik', 'prima', 'adaptasi', 'arema', 'fc', 'bal', 'lancar']",11226,populer
661,"['arema', 'fc', 'singkat', 'jarak', 'puncak', 'klasemen', 'liga']",4450,populer
662,"['skuad', 'arema', 'fc', 'kental', 'nuansa', 'liga']",4308,populer
663,"['misi', 'ryan', 'kurnia', 'rekrut', 'anyar', 'arema', 'fc', 'bri', 'liga']",6683,populer
664,"['boyongan', 'bal', 'arema', 'fc', 'bawa', 'kiper']",7467,populer
665,"['ahmad', 'figo', 'main', 'muda', 'arema', 'fc', 'biasa', 'multiposisi']",1359,populer
666,"['nobar', 'arema', 'fc', 'jaga', 'kompak', 'tim']",749,populer
667,"['resmi', 'sponsor', 'arema', 'indonesia', 'liga']",377,standar
668,"['jelang', 'hadap', 'baya', 'recovery', 'arema', 'fc', 'mepet']",251,standar
669,"['libas', 'madura', 'united', 'modal', 'arema', 'fc', 'hadap', 'derby', 'jatim']",284,standar
670,"['balik', 'menang', 'arema', 'fc', 'lawan', 'madura', 'united', 'malam']",446,standar
671,"['on', 'fire', 'madura', 'united', 'main', 'ngotot', 'lawan', 'arema', 'fc']",431,standar
672,"['ego', 'michiels', 'andal', 'lini', 'arema', 'fc']",443,standar
673,"['malang', 'lawan', 'madura', 'united', 'arema', 'wajib', 'waspada', 'babak']",344,standar
674,"['sosok', 'eduardo', 'almeida', 'mata', 'penggawa', 'arema', 'fc']",426,standar
675,"['hadap', 'derby', 'jatim', 'arema', 'percaya', 'aman', 'operator', 'liga']",477,standar
676,"['move', 'on', 'sita', 'arema', 'lawan', 'madura', 'united']",315,standar
677,"['sepak', 'terjang', 'singa', 'muda', 'arema', 'fc', 'aremania', 'main']",496,standar
678,"['jaga', 'hubung', 'eks', 'main', 'arema']",386,standar
679,"['lengah', 'tanding', 'paksa', 'arema', 'rekor', 'menang']",256,standar
680,"['gagal', 'lanjut', 'tren', 'menang', 'arema', 'singo', 'tahan', 'imbang', 'sita']",270,standar
681,"['laga', 'lawan', 'baya', 'arema', 'hadir', 'suporter', 'stadion']",344,standar
682,"['sita', 'noda', 'rekor', 'arema', 'fc']",444,standar
683,"['hadap', 'sita', 'arema', 'fc', 'turun', 'rizky', 'yudo']",467,standar
684,"['malam', 'arema', 'hadap', 'lawan', 'on', 'fire']",380,standar
685,"['jadwal', 'istirahat', 'mepet', 'arema', 'optimis', 'tampil', 'maksimal', 'lawan', 'sita']",357,standar
686,"['arema', 'fc', 'ulang', 'menang', 'stadion', 'sultan', 'agung', 'bantul']",388,standar
687,"['lawan', 'baya', 'aremania', 'hadir', 'stadion']",297,standar
688,"['achmad', 'figo', 'arema', 'vs', 'persiraja', 'mimpi', 'wujud']",481,standar
689,"['recovery', 'mepet', 'arema', 'fc', 'lawan', 'tim', 'pendekar', 'cisadane']",311,standar
690,"['imbas', 'rusa', 'bus', 'arema', 'seri', 'jatim', 'ancam', 'batal']",475,standar
691,"['tekuk', 'persiraja', 'rekor', 'toreh', 'arema', 'fc']",250,standar
692,"['banjir', 'peluang', 'arema', 'fc', 'sukses', 'takluk', 'persiraja', 'banda', 'aceh']",267,standar
693,"['manajemen', 'arema', 'fc', 'lengah', 'hadap', 'persiraja', 'banda', 'aceh']",340,standar
694,"['akumulasi', 'langgar', 'bayang', 'main', 'arema', 'fc']",360,standar
695,"['jelang', 'lawan', 'persijara', 'arema', 'fc', 'kans', 'menang']",326,standar
696,"['biaya', 'baik', 'bus', 'arema', 'puluh', 'juta', 'tanggung']",438,standar
697,"['suporter', 'rusak', 'bus', 'arema', 'fc', 'baya', 'maaf']",313,standar
698,"['arema', 'raih', 'label', 'klub', 'profesional', 'afc', 'untung']",359,standar
699,"['formasi', 'andal', 'arema', 'fc']",484,standar
700,"['main', 'muda', 'kans', 'tampil', 'arema', 'fc', 'hadap', 'persiraja']",333,standar
701,"['manager', 'ad', 'interim', 'arema', 'fc', 'target', 'ali', 'rifki']",256,standar
702,"['istirahat', 'hari', 'arema', 'langsung', 'geber', 'latih']",495,standar
703,"['duet', 'raflicortes', 'tune', 'in', 'main', 'arema', 'kuat', 'komunikasi']",307,standar
704,"['absen', 'eks', 'main', 'muda', 'arema', 'turun', 'liga']",375,standar
705,"['catat', 'tanding', 'dendi', 'santoso', 'pensiun', 'arema']",375,standar
706,"['dendi', 'pecah', 'rekor', 'lawan', 'persija', 'laga', 'arema']",493,standar
707,"['libas', 'persija', 'jakarta', 'arema', 'fc', 'usik', 'saing', 'papan']",320,standar
708,"['arema', 'fc', 'rekor', 'minor', 'manah', 'persija', 'jakarta']",484,standar
709,"['arema', 'fc', 'ali', 'rifki', 'manajer', 'ad', 'interim']",484,standar
710,"['lawan', 'persija', 'jakarta', 'arema', 'siap', 'tahan', 'penjuru']",481,standar
711,"['karantina', 'main', 'arema', 'absen', 'lawan', 'persija']",287,standar
712,"['edan', 'tantang', 'arema', 'fc', 'seri', 'bri', 'liga']",415,standar
713,"['gm', 'arema', 'kerja', 'keras', 'cepat', 'puas']",427,standar
714,"['kompetisi', 'off', 'arema', 'fc', 'women', 'cemas', 'fisik', 'drop']",345,standar
715,"['lini', 'bisnis', 'arema', 'sambut', 'rencana', 'suporter', 'masuk', 'stadion']",297,standar
716,"['main', 'solo', 'sleman', 'rekor', 'minor', 'hantu', 'tim', 'arema', 'fc', 'seri']",292,standar
717,"['renshi', 'yamaguchi', 'spesialis', 'takling', 'arema', 'fc']",280,standar
718,"['pulang', 'tc', 'main', 'arema', 'kompak', 'sambut', 'pekan', 'liga']",252,standar
719,"['main', 'arema', 'fc', 'jalan', 'kursus', 'jaga', 'fisik']",452,standar
720,"['sambut', 'liga', 'seri', 'arema', 'fc', 'gelar', 'tc', 'batu']",270,standar
721,"['pekan', 'empat', 'bri', 'liga', 'aremania', 'hadir', 'stadion']",289,standar
722,"['seri', 'bri', 'liga', 'silah', 'nonton', 'arema', 'fc', 'rumah']",498,standar
723,"['bongkar', 'dapur', 'latih', 'arema', 'fc', 'musim']",495,standar
724,"['sambut', 'bri', 'liga', 'seri', 'main', 'arema', 'fc', 'gas', 'pol']",311,standar
725,"['libur', 'besok', 'skuad', 'arema', 'genjot', 'latih']",491,standar
726,"['jersey', 'fortes', 'buru', 'aremania']",491,standar
727,"['cetak', 'gol', 'catat', 'presiden', 'arema', 'fc', 'carlos', 'fortes']",264,standar
728,"['fixed', 'jadwal', 'arema', 'fc', 'seri', 'bri', 'liga']",317,standar
729,"['seri', 'arema', 'fc', 'langsung', 'tantang', 'macan', 'mayor']",306,standar
730,"['clean', 'sheet', 'main', 'arema', 'fc', 'libur']",426,standar
731,"['almeida', 'kunci', 'menang', 'solid', 'arema', 'fc', 'lawan', 'sela']",322,standar
732,"['menang', 'mutlak', 'lawan', 'sela', 'arema', 'bayang', 'klasemen']",344,standar
733,"['sama', 'rekor', 'puncak', 'klasemen', 'arema', 'fc', 'raih', 'kali', 'clean', 'sheet']",476,standar
734,"['babak', 'arema', 'unggul', 'sela', 'lamongan', 'gol']",336,standar
735,"['laga', 'syarat', 'reuni', 'arema', 'fc', 'lawan', 'sela', 'lamongan']",338,standar
736,"['seri', 'bri', 'liga', 'arema', 'fc', 'boyongan', 'jateng']",480,standar
737,"['arema', 'fc', 'ulang', 'menang', 'stadion', 'madya', 'jakarta']",322,standar
738,"['positif', 'thinking', 'hikmah', 'balik', 'main', 'aremania']",389,standar
739,"['menang', 'main', 'arema', 'optimistis', 'lawan', 'sela', 'lamongan']",256,standar
740,"['latih', 'arema', 'eduardo', 'almeida', 'beber', 'rahasia', 'kalah', 'persipura']",416,standar
741,"['tekuk', 'persipura', 'arema', 'fc', 'raya', 'menang', 'perdana', 'liga']",354,standar
742,"['sore', 'sempat', 'arema', 'fc', 'raih', 'menang', 'perdana']",298,standar
743,"['arema', 'fc', 'menang', 'almeida', 'sulit']",374,standar
744,"['laga', 'lawan', 'persipura', 'momen', 'arema', 'fc', 'paceklik', 'poin']",399,standar
745,"['gagal', 'menang', 'arema', 'fc', 'tempat', 'posisi', 'klasemen', 'liga']",431,standar
746,"['tahan', 'imbang', 'psis', 'latih', 'arema', 'hilang', 'finishing', 'touch']",267,standar
747,"['arema', 'fc', 'vs', 'psis', 'semarang', 'adil', 'almeida']",496,standar
748,"['arema', 'fc', 'hattrick', 'hasil', 'minor', 'kans', 'eduardo', 'pecat', 'kuat']",360,standar
749,"['uak', 'ritual', 'main', 'arema', 'fc', 'jelang', 'tanding']",265,standar
750,"['jelang', 'laga', 'lawan', 'ps', 'sleman', 'main', 'arema', 'fc', 'panggil', 'timnas']",290,standar
751,"['arema', 'fc', 'datang', 'amunisi', 'jelang', 'laga', 'lawan', 'ps', 'sleman']",265,standar
752,"['lawan', 'ps', 'sleman', 'arema', 'fc', 'jaga', 'asa', 'kampiun', 'liga']",352,standar
753,"['tahan', 'imbang', 'bhayangkaran', 'fc', 'penggawa', 'arema', 'fc', 'sesal']",324,standar
754,"['lawan', 'main', 'arema', 'fc', 'gagal', 'menang']",453,standar
755,"['lawan', 'bhayangkara', 'arema', 'fc', 'andal', 'penggawa', 'asing']",291,standar
756,"['babak', 'arema', 'vs', 'bhayangkara', 'main', 'maksimal']",388,standar
757,"['arema', 'fc', 'kontra', 'bhayangkara', 'fc', 'kunci', 'angka', 'lanjut', 'dominasi']",298,standar
758,"['arema', 'fc', 'lawan', 'bhayangkara', 'sore', 'dedik', 'cetak', 'gol']",343,standar
759,"['hadap', 'bhayangkara', 'fc', 'liga', 'arema', 'fc', 'siap', 'gaya', 'malang']",483,standar
760,"['tim', 'ngeyel', 'juragan', 'apresiasi', 'laga', 'perdana', 'arema', 'fc']",424,standar
761,"['amunisi', 'arema', 'fc', 'gaet', 'eks', 'latih', 'kiper', 'timnas']",496,standar
762,"['arema', 'fc', 'sukses', 'jaga', 'rekor', 'laga', 'buka']",290,standar
763,"['main', 'orang', 'babak', 'arema', 'tahan', 'psm', 'makassar']",336,standar
764,"['arema', 'versus', 'psm', 'jayus', 'kantong', 'kartu', 'merah', 'liga', 'bri']",328,standar
765,"['laga', 'perdana', 'arema', 'fc', 'optimis', 'rebut', 'poin', 'stadion', 'pakansari']",462,standar
766,"['preview', 'arema', 'fc', 'vs', 'psm', 'samasama', 'buta', 'kuat', 'lawan']",440,standar
767,"['jadwal', 'bola', 'malam', 'psm', 'vs', 'arema', 'brazil', 'vs', 'argentina']",353,standar
768,"['besok', 'tampil', 'perdana', 'daftar', 'modal', 'arema', 'fc', 'arung', 'liga']",255,standar
769,"['arema', 'fc', 'klub', 'indonesia', 'bela', 'sergio', 'silva']",397,standar
770,"['sergio', 'silva', 'resmi', 'gabung', 'arema', 'fc']",284,standar
771,"['jadwal', 'lengkap', 'tanding', 'arema', 'fc', 'liga']",291,standar
772,"['daftar', 'tes', 'medis', 'sergio', 'silva', 'teken', 'kontrak', 'arema', 'fc']",351,standar
773,"['presiden', 'arema', 'fc', 'resmi', 'mess', 'mewah', 'bus', 'tim']",362,standar
774,"['hut', 'arema', 'polres', 'kado', 'dosis', 'vaksin']",377,standar
775,"['hut', 'arema', 'malang', 'nihil', 'konvoi', 'aremania']",459,standar
776,"['konvoi', 'aremania', 'bubar', 'kendara', 'kena', 'tilang']",457,standar
777,"['libur', 'asn', 'malang', 'raya', 'kompak', 'seragam', 'arema']",353,standar
778,"['gilang', 'crazy', 'rich', 'gila', 'bola', 'bawa', 'ubah', 'arema', 'fc']",260,standar
779,"['main', 'akademi', 'arema', 'lanjut', 'estafet', 'regenerasi']",299,standar
780,"['nekat', 'konvoi', 'hut', 'arema', 'puluh', 'aremania', 'cegat', 'polisi']",267,standar
781,"['arema', 'ulang', 'atur', 'pasang', 'bendera', 'arema']",385,standar
782,"['personel', 'gabung', 'aman', 'ingat', 'hut', 'arema']",449,standar
783,"['jelang', 'hut', 'arema', 'aremania', 'difabel', 'vaksinasi', 'polresta']",322,standar
784,"['sambut', 'hut', 'arema', 'polres', 'malang', 'vaksinasi', 'aremania', 'aremanita']",346,standar
785,"['jelang', 'hut', 'arema', 'forkopimda', 'malang', 'raya', 'gelar', 'deklarasi']",349,standar
786,"['siapsiap', 'pakai', 'atribut', 'arema', 'tanggal', 'agustus']",399,standar
787,"['liga', 'siap', 'tim', 'arema', 'fc', 'maksimal']",392,standar
788,"['jelang', 'store', 'arema', 'fc', 'banjir', 'beli']",283,standar
789,"['jelang', 'ultah', 'manajemen', 'singo', 'edan', 'siap', 'hadiah', 'aremania']",465,standar
790,"['jadwal', 'liga', 'abuabu', 'latih', 'arema', 'fc', 'khawatir']",341,standar
791,"['malang', 'coach', 'edu', 'arema', 'fc']",369,standar
792,"['raya', 'presiden', 'arema', 'siap', 'motor', 'sembako']",499,standar
793,"['kuncoro', 'bagi', 'kisah', 'arema', 'juara', 'galatama', 'rahasia']",334,standar
794,"['main', 'asing', 'arema', 'fc', 'dongkrak', 'jual', 'merchandise']",278,standar
795,"['eduardo', 'liga', 'jalan', 'besok', 'skuad', 'arema', 'fc']",381,standar
796,"['carlos', 'fortes', 'bayang', 'kutu', 'nomor', 'punggung', 'arema', 'fc']",472,standar
797,"['cipta', 'herd', 'immunity', 'arema', 'fc', 'gencar', 'vaksinasi']",469,standar
798,"['cerita', 'coach', 'arema', 'fc', 'sentuh', 'fanatisme', 'aremania']",406,standar
799,"['modal', 'hadap', 'liga', 'arema', 'fc', 'main', 'multiposisi']",417,standar
800,"['main', 'akademi', 'arema', 'resmi', 'kasta']",317,standar
