id,title,view,label
1047,"['santun', 'anak', 'yatim', 'airlangga', 'hartarto', 'doa', 'presiden', 'indonesia']",444,standar
1048,"['citra', 'kendedes', 'cake', 'and', 'bakery', 'hadir', 'sidoarjo']",333,standar
1049,"['rektor', 'ub', 'pilih', 'mahasiswa']",329,standar
1050,"['prof', 'candra', 'libat', 'bangun', 'ub']",288,standar
1051,"['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']",289,standar
1052,"['arinda', 'ikon', 'pesona', 'batik', 'nusantara', 'sukses', 'usung', 'batik', 'dadaprejo', 'go', 'national']",331,standar
1053,"['hormat', 'ramadanumat', 'kristen', 'pujiharjo', 'tiada', 'bakti', 'bangun', 'rohani']",313,standar
1054,"['ajar', 'bakar', 'tunjung', 'plaza']",374,standar
1055,"['cerita', 'putar', 'balik', 'nomor', 'punggung', 'main', 'arema', 'fc']",375,standar
1056,"['jemput', 'bola', 'smartfren', 'luncur', 'program', 'motogp']",323,standar
1057,"['tahan', 'bos', 'sekolah', 'spi', 'timbang']",460,standar
1058,"['dana', 'rp', 'desa', 'kabupaten', 'malang', 'ganjal', 'syarat']",286,standar
1059,"['jaksa', 'kpk', 'tuding', 'gratifikasi', 'eddy', 'rumpoko', 'bantah', 'pinjam']",379,standar
1060,"['tahan', 'eddy', 'rumpoko', 'tuntut']",414,standar
1061,"['tinggal', 'korban', 'jadwal', 'uji', 'baik']",279,standar
1062,"['bri', 'dorong', 'lanjut', 'umkm', 'kelas', 'digitalisasi']",360,standar
1063,"['kabupaten', 'malang', 'guru', 'smp', 'swasta', 'lindung', 'program', 'bpjamsostek']",266,standar
1064,"['kontrak', 'panjang', 'main', 'muda', 'arema', 'fc', 'pantang', 'patah', 'arang']",353,standar
1065,"['kabar', 'revisi', 'uu', 'ppp', 'pakat', 'bentuk', 'undangundang', 'efisien']",364,standar
1066,"['gabung', 'arema', 'fc', 'ilham', 'udin', 'andal', 'chemistry', 'evan', 'mas']",379,standar
1067,"['catat', 'prosedur', 'jadwal', 'tukar', 'uang', 'idul', 'fitri', 'bi', 'malang']",357,standar
1068,"['konco', 'erick', 'thohir', 'kota', 'batu', 'buka', 'puasa', 'sosialisasi', 'capres']",267,standar
1069,"['jelang', 'lebaran', 'toeng', 'market', 'cyber', 'mall', 'promo']",418,standar
1070,"['hadap', 'saing', 'ketat', 'hasyim', 'kipuw', 'pilih', 'risau']",465,standar
1071,"['butuh', 'cold', 'storage', 'kelompok', 'tani', 'tulungrejo', 'terakomodir']",305,standar
1072,"['masuk', 'nilai', 'lanjut', 'ppd', 'pemkot', 'malang', 'optimis', 'raih']",355,standar
1073,"['tujuh', 'main', 'jual', 'jersey', 'arema', 'fc', 'drastis']",317,standar
1074,"['lahan', 'ribu', 'hektare', 'green', 'economy']",459,standar
1075,"['zona', 'jalan', 'rusak', 'pagak', 'tambal', 'rp', 'miliar']",483,standar
1076,"['bungkus', 'tas', 'kresek', 'bayi', 'perempuan', 'buang', 'rumah', 'kosong']",298,standar
1077,"['duga', 'laku', 'keroyok', 'putra', 'siregar', 'rico', 'valentino', 'lapor', 'polisi']",496,standar
1078,"['hasil', 'lelang', 'bumi', 'raya', 'unduhunduh', 'desa', 'swaru', 'bantu', 'musala']",254,standar
1079,"['layan', 'butuh', 'libur', 'lebaran', 'bri', 'siap', 'uang', 'tunai', 'rp', 'triliun']",255,standar
1080,"['arus', 'mudik', 'prediksi', 'tingkat', 'persen']",428,standar
1081,"['alas', 'bangun', 'underpass', 'butuh', 'lebar']",295,standar
1082,"['kabupaten', 'andal', 'pantai', 'potensi', 'kembang', 'sport', 'tourism']",377,standar
1083,"['suwaru', 'umat', 'kristenislam', 'baur', 'kompak', 'sih', 'ibadah']",484,standar
1084,"['bantu', 'hukum', 'warga', 'miskin', 'mudah']",290,standar
1085,"['jembatan', 'pelangi', 'tingkat', 'daya', 'dukung', 'wisata', 'ekonomi']",261,standar
1086,"['potensi', 'tugas', 'pajak', 'pelotot', 'ghosting', 'kafe', 'resto']",428,standar
1087,"['mohon', 'paspor', 'imigrasi', 'malang', 'mayoritas', 'umrah']",254,standar
1088,"['riverstone', 'hotel', 'cottage', 'gelar', 'pasar', 'takjil', 'paklemu']",425,standar
1089,"['proyek', 'underpass', 'jalan', 'yani', 'blimbing', 'ancam', 'gusur', 'bangun']",405,standar
1090,"['ekspor', 'kopi', 'bumi', 'kanjuruhan', 'tembus', 'rp', 'miliar']",415,standar
1091,"['suka', 'publik', 'ridwan', 'kamil', 'nilai', 'kerja', 'apresiasi']",389,standar
1092,"['tutup', 'ramadan', 'resto', 'bagibagi', 'takjil']",257,standar
1093,"['briwork', 'ipb', 'community', 'branch', 'bankinguntuk', 'dorong', 'inovasi', 'bidang', 'tani']",340,standar
1094,"['cegah', 'longsor', 'pemkot', 'malang', 'siap', 'rusunawa', 'warga', 'huni', 'river', 'side']",252,standar
1095,"['cerita', 'clbk', 'arema', 'fc', 'main', 'lanjut']",443,standar
1096,"['alterra', 'academy', 'smkn', 'malang', 'siap', 'lulus', 'mumpuni']",373,standar
1097,"['harum', 'nama', 'sekolah', 'prestasi', 'akademik', 'jawara', 'nyanyi', 'italia']",404,standar
1098,"['cetak', 'hattrick', 'jatim', 'provinsi', 'siswa', 'terima', 'snmptn']",406,standar
1099,"['daya', 'umkm', 'bri', 'antar', 'usaha', 'kopi', 'gayo', 'tembus', 'pasar', 'internasional']",483,standar
1100,"['ribu', 'wisatawan', 'masuk', 'malang']",376,standar
1101,"['dukuh', 'ampelsari', 'umat', 'hindu', 'bangun', 'musala', 'muslim', 'bantu', 'pura']",399,standar
1102,"['menko', 'airlangga', 'presiden', 'program', 'lindung', 'masyarakat', 'intensif']",366,standar
1103,"['macet', 'madyopuro', 'kunjung', 'kelar', 'warga', 'galang', 'patungan', 'beli', 'lahan']",259,standar
1104,"['rumor', 'gabung', 'evan', 'mas', 'cuat', 'ganti', 'hanif']",282,standar
1105,"['head', 'to', 'head', 'prabowo', 'ganjar', 'hasil', 'survei', 'airlangga', 'unggul']",256,standar
1106,"['pit', 'malang', 'raya', 'awal', 'ramadan', 'ikhlas']",488,standar
1107,"['jelang', 'lantai', 'bei', 'goto', 'alokasi', 'rp', 'miliar', 'mitra', 'kemudi']",382,standar
1108,"['tingkat', 'huni', 'hotel', 'kota', 'malang', 'persen']",497,standar
1109,"['agen', 'brilinkkeagenan', 'bas', 'sharing', 'economy', 'masyarakat']",496,standar
1110,"['vaksinasi', 'door', 'to', 'door', 'ikhtiar', 'pandemi']",259,standar
1111,"['proyek', 'titip', 'masuk', 'pemkab', 'malang']",379,standar
1112,"['triwulan', 'jual', 'mobil', 'merek', 'favorit', 'catat', 'naik']",425,standar
1113,"['lho', 'kades', 'cantik', 'kabupaten', 'malang']",275,standar
1114,"['malang', 'menang']",414,standar
1115,"['pemuda', 'katolik', 'kota', 'batu', 'teken', 'mou', 'bawaslu', 'kota', 'batu']",264,standar
1116,"['catat', 'bus', 'macito', 'aspal', 'pekan']",266,standar
1117,"['fortes', 'out', 'penggawa', 'main', 'asing', 'arema', 'fc', 'wait', 'and', 'see']",423,standar
1118,"['derita', 'autis', 'wajib', 'oleh', 'hak', 'lindung', 'didik']",451,standar
1119,"['mantap', 'banget', 'unitri', 'science', 'techno', 'park']",448,standar
1120,"['bulan', 'mahasiswa', 'ub', 'belanja', 'uang', 'rp', 'miliar']",434,standar
1121,"['satgas', 'pangan', 'sidak', 'kondisi', 'minyak', 'goreng']",499,standar
1122,"['pnm', 'gelar', 'pamer', 'usaha', 'event', 'malang', 'city', 'expo']",498,standar
1123,"['erick', 'thohir', 'ajak', 'umat', 'muslim', 'amerika', 'ramai', 'masjid', 'atthohir', 'los', 'angeles']",350,standar
1124,"['kota', 'malang', 'mandiri', 'fiskal']",376,standar
1125,"['malang', 'dahlan', 'iskan', 'ingat', 'usaha', 'waspada', 'politik']",268,standar
1126,"['mtsn', 'malang', 'bagibagi', 'minyak', 'goreng', 'gratis']",422,standar
1127,"['berkat', 'bni', 'nanti', 'swiss', 'open', 'jawab']",361,standar
1128,"['desa', 'serempak', 'gelar', 'pilkades', 'rawan', 'konflik']",392,standar
1129,"['migor', 'emakemak', 'bunulrejo', 'full', 'senyum']",315,standar
1130,"['pemkab', 'malang', 'buka', 'peluang', 'ngo', 'kelola', 'proyek', 'sampah']",317,standar
1131,"['rakernas', 'kspsi', 'airlangga', 'usaha', 'bayar', 'thr', 'kerja']",382,standar
1132,"['lps', 'imbau', 'nasabah', 'perban', 'giur', 'bunga']",363,standar
1133,"['hadap', 'psm', 'arema', 'fc', 'hantu', 'rekor', 'minor', 'laga']",464,standar
1134,"['carlos', 'fortes', 'buru', 'tambah', 'gol', 'laga', 'pungkas']",416,standar
1135,"['alhamdulillah', 'smk', 'muhisa', 'wujud', 'impi', 'siswa', 'ajar', 'jepang']",427,standar
1136,"['incar', 'target', 'pajak', 'rp', 'pemkot', 'rajin', 'razia', 'rumah', 'kos', 'izin']",265,standar
1137,"['mantap', 'pabrik', 'kertas', 'lanjut', 'besar', 'sumatera', 'grounbreaking']",386,standar
1138,"['warga', 'malang', 'minat', 'kendara', 'listrik', 'jual', 'triwulan']",365,standar
1139,"['waspada', 'pohon', 'rawan', 'tumbang']",294,standar
1140,"['staf', 'konjen', 'amerika', 'serikat', 'kunjung', 'radar', 'malang']",313,standar
1141,"['bruak', 'pohon', 'beringin', 'roboh', 'timpa', 'bangun']",441,standar
1142,"['grand', 'mercure', 'malang', 'mirama', 'hadir', 'saji', 'menu', 'buka', 'puasa', 'penuh', 'kejut']",457,standar
1143,"['sukses', 'gelar', 'aitif', 'itb', 'asia', 'usung', 'tema', 'industri', 'new', 'normal']",443,standar
1144,"['instansi', 'perintah', 'contoh', 'guna', 'kendara', 'listrik']",460,standar
1145,"['kemen', 'panrb', 'gandeng', 'bni', 'siap', 'digitalisasi', 'kelola', 'sdm', 'asn']",407,standar
1146,"['hadap', 'arema', 'fc', 'psm', 'makassar', 'pincang']",317,standar
1147,"['proyek', 'tol', 'malangkepanjen', 'siapsiap', 'lelang']",377,standar
1148,"['airlangga', 'alumni', 'its', 'lahir', 'gagas', 'cipta', 'sdm', 'unggul']",350,standar
1149,"['sabar', 'maksimal', 'juli', 'jalan', 'kota', 'malang', 'mulus']",423,standar
1150,"['virtual', 'career', 'fair', 'ub', 'lamar', 'kerja', 'rebah']",364,standar
1151,"['keren', 'kolaborasi', 'smasmk', 'jatim', 'cetak', 'prestasi', 'tingkat', 'asean']",258,standar
1152,"['korsleting', 'listrik', 'gudang', 'alat', 'masak', 'smkn', 'turen', 'hangus']",352,standar
1153,"['jurus', 'alrifa', 'ie', 'tangkal', 'bullying', 'santri']",293,standar
1154,"['sulap', 'daun', 'pandan', 'rajin', 'daya', 'umkm', 'bina', 'bri', 'kembang']",272,standar
1155,"['eduardo', 'beber', 'rahasia', 'wangi', 'eksekusi', 'set', 'piece']",490,standar
1156,"['renshi', 'yamaguchi', 'predikat', 'raja', 'tackle']",397,standar
1157,"['semangat', 'pajak', 'pulih', 'ekonomi', 'momen', 'spectaxcular']",258,standar
1158,"['pemkot', 'malang', 'raih', 'harga', 'pr', 'indonesia', 'awards', 'pria']",376,standar
1159,"['pandemi', 'jual', 'brand', 'fashion', 'lokal', 'merch', 'tingkat', 'persen']",306,standar
1160,"['siang', 'arema', 'fc', 'women', 'hadap', 'wakil', 'papua', 'semifinal']",443,standar
1161,"['keramik', 'pasang', 'mcc', 'target', 'kelar']",266,standar
1162,"['bupati', 'anggar', 'dana', 'baik', 'dam', 'sengkaling']",376,standar
1163,"['malang', 'content', 'creator', 'foto', 'seksi', 'dea', 'onlyfans', 'tangkap', 'polda', 'metro', 'jaya']",468,standar
1164,"['airlangga', 'milu', 'bal', 'oleh', 'suara']",380,standar
1165,"['ikut', 'program', 'pps', 'juragan', 'apresiasi', 'staf', 'khusus', 'menteri', 'uang']",337,standar
1166,"['rekomendasi', 'destinasi', 'wisata', 'tarik', 'jawa', 'timur']",444,standar
1167,"['bri', 'mudah', 'biaya', 'mitra', 'telkomsel']",415,standar
1168,"['difabel', 'polresta', 'malang', 'tuai', 'puji']",314,standar
1169,"['vaksin', 'polres', 'malang', 'gerilya', 'cari', 'lansia']",365,standar
1170,"['sunarso', 'ceo', 'baik', 'bri', 'nobat', 'the', 'best', 'corporate']",277,standar
1171,"['operasi', 'migor', 'curah', 'gelar', 'antre', 'warga', 'ular']",361,standar
1172,"['inacraft', 'mendag', 'ingat', 'laku', 'usaha', 'tangguh', 'pandemi']",429,standar
1173,"['wow', 'kurma', 'spesial', 'ien', 'suites', 'malang']",287,standar
1174,"['arema', 'fc', 'siap', 'jurus', 'redam', 'ciro', 'alves']",358,standar
1175,"['tingkat', 'literasi', 'digital', 'pemkot', 'malang', 'gelar', 'latih', 'medsos']",481,standar
1176,"['bri', 'implementasi', 'strategi', 'komunikasi', 'kreatif', 'empat']",447,standar
1177,"['pertamina', 'regional', 'jatimbalinus', 'raih', 'harga', 'iga', 'awards']",304,standar
1178,"['ingat', 'tb', 'daysutiaji', 'ingat', 'milik', 'pola', 'hidup', 'bersih', 'sehat']",292,standar
1179,"['ancam', 'krisis', 'energi', 'dunia', 'green', 'energy', 'peluang', 'indonesia']",359,standar
1180,"['wacana', 'kota', 'kepanjen', 'nyata', 'progres']",380,standar
1181,"['ingat', 'air', 'warga', 'kota', 'batu', 'laksana', 'ritual', 'nadah', 'banyu', 'resik', 'dandang']",351,standar
1182,"['isak', 'tangis', 'warna', 'makam', 'jenazah', 'perwira', 'polisi', 'korban', 'tembak', 'tahan']",437,standar
1183,"['tokoh', 'pemuda', 'jatim', 'erick', 'thohir', 'pimpin', 'pikir', 'rakyat']",295,standar
1184,"['wali', 'kota', 'malang', 'lkpd', 'ta', 'unaudited']",285,standar
1185,"['koleksi', 'gol', 'alfarizi', 'unggul', 'striker', 'lokal']",446,standar
1186,"['pimpin', 'bank', 'indonesia', 'malang', 'janji', 'bantu', 'kendali', 'harga', 'migor']",291,standar
1187,"['jalan', 'lubang', 'donowarih', 'tambal', 'rp', 'miliar']",481,standar
1188,"['catat', 'titik', 'rawan', 'laka', 'macet', 'jaga', 'polantas']",463,standar
1189,"['nekat', 'rusak', 'bambu', 'tutup', 'bangku', 'mesra', 'fasum']",380,standar
1190,"['berkah', 'ikhlas', 'dosen', 'ciputra', 'surabaya', 'raih', 'honda', 'city', 'telkomsel']",354,standar
1191,"['kunjung', 'warga', 'miskinpak', 'menteri', 'trenyuh', 'lihat', 'rumah', 'meter', 'huni', 'orang']",253,standar
1192,"['universitas', 'brawijaya', 'milik', 'arema', 'dunia']",428,standar
1193,"['laga', 'lawan', 'borneo', 'fc', 'malam', 'ajang', 'arema', 'fc', 'obat', 'kecewa', 'suporter']",307,standar
1194,"['wisata', 'pasar', 'batu']",384,standar
1195,"['maju', 'capres', 'airlangga', 'hartarto', 'dukung', 'santri', 'nganjuk']",335,standar
1196,"['komplot', 'jaksa', 'gadungan', 'raup', 'rp', 'miliar', 'otak', 'wanita', 'wagir']",308,standar
1197,"['duel', 'arema', 'fc', 'versus', 'borneo', 'fc', 'samasama', 'minus', 'gelandang']",260,standar
1198,"['cegah', 'trail', 'tnbts', 'pagar', 'kawasan', 'savana']",392,standar
1199,"['menko', 'airlangga', 'geram', 'aparat', 'tangkap', 'mafia', 'minyak', 'goreng']",269,standar
1200,"['pacu', 'pariwisata', 'lokal', 'bangkit', 'goto', 'partisipasi', 'mandalika', 'gp', 'series']",363,standar
1201,"['rektor', 'ub', 'pilih', 'mahasiswa']",266,standar
1202,"['prof', 'candra', 'libat', 'bangun', 'ub']",320,standar
1203,"['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']",302,standar
1204,"['arinda', 'ikon', 'pesona', 'batik', 'nusantara', 'sukses', 'usung', 'batik', 'dadaprejo', 'go', 'national']",486,standar
1205,"['hormat', 'ramadanumat', 'kristen', 'pujiharjo', 'tiada', 'bakti', 'bangun', 'rohani']",257,standar
1206,"['ajar', 'bakar', 'tunjung', 'plaza']",486,standar
1207,"['cerita', 'putar', 'balik', 'nomor', 'punggung', 'main', 'arema', 'fc']",325,standar
1208,"['jemput', 'bola', 'smartfren', 'luncur', 'program', 'motogp']",316,standar
1209,"['tahan', 'bos', 'sekolah', 'spi', 'timbang']",314,standar
1210,"['dana', 'rp', 'desa', 'kabupaten', 'malang', 'ganjal', 'syarat']",383,standar
1211,"['jaksa', 'kpk', 'tuding', 'gratifikasi', 'eddy', 'rumpoko', 'bantah', 'pinjam']",473,standar
1212,"['tahan', 'eddy', 'rumpoko', 'tuntut']",475,standar
1213,"['tinggal', 'korban', 'jadwal', 'uji', 'baik']",349,standar
1214,"['bri', 'dorong', 'lanjut', 'umkm', 'kelas', 'digitalisasi']",420,standar
1215,"['kabupaten', 'malang', 'guru', 'smp', 'swasta', 'lindung', 'program', 'bpjamsostek']",351,standar
1216,"['kontrak', 'panjang', 'main', 'muda', 'arema', 'fc', 'pantang', 'patah', 'arang']",384,standar
1217,"['kabar', 'revisi', 'uu', 'ppp', 'pakat', 'bentuk', 'undangundang', 'efisien']",489,standar
1218,"['gabung', 'arema', 'fc', 'ilham', 'udin', 'andal', 'chemistry', 'evan', 'mas']",421,standar
1219,"['catat', 'prosedur', 'jadwal', 'tukar', 'uang', 'idul', 'fitri', 'bi', 'malang']",397,standar
1220,"['konco', 'erick', 'thohir', 'kota', 'batu', 'buka', 'puasa', 'sosialisasi', 'capres']",311,standar
1221,"['jelang', 'lebaran', 'toeng', 'market', 'cyber', 'mall', 'promo']",443,standar
1222,"['hadap', 'saing', 'ketat', 'hasyim', 'kipuw', 'pilih', 'risau']",297,standar
1223,"['butuh', 'cold', 'storage', 'kelompok', 'tani', 'tulungrejo', 'terakomodir']",467,standar
1224,"['masuk', 'nilai', 'lanjut', 'ppd', 'pemkot', 'malang', 'optimis', 'raih']",336,standar
1225,"['tujuh', 'main', 'jual', 'jersey', 'arema', 'fc', 'drastis']",292,standar
1226,"['lahan', 'ribu', 'hektare', 'green', 'economy']",255,standar
1227,"['zona', 'jalan', 'rusak', 'pagak', 'tambal', 'rp', 'miliar']",499,standar
1228,"['bungkus', 'tas', 'kresek', 'bayi', 'perempuan', 'buang', 'rumah', 'kosong']",435,standar
1229,"['duga', 'laku', 'keroyok', 'putra', 'siregar', 'rico', 'valentino', 'lapor', 'polisi']",428,standar
1230,"['hasil', 'lelang', 'bumi', 'raya', 'unduhunduh', 'desa', 'swaru', 'bantu', 'musala']",361,standar
1231,"['layan', 'butuh', 'libur', 'lebaran', 'bri', 'siap', 'uang', 'tunai', 'rp', 'triliun']",259,standar
1232,"['arus', 'mudik', 'prediksi', 'tingkat', 'persen']",490,standar
1233,"['alas', 'bangun', 'underpass', 'butuh', 'lebar']",350,standar
1234,"['kabupaten', 'andal', 'pantai', 'potensi', 'kembang', 'sport', 'tourism']",300,standar
1235,"['suwaru', 'umat', 'kristenislam', 'baur', 'kompak', 'sih', 'ibadah']",440,standar
1236,"['bantu', 'hukum', 'warga', 'miskin', 'mudah']",460,standar
1237,"['jembatan', 'pelangi', 'tingkat', 'daya', 'dukung', 'wisata', 'ekonomi']",330,standar
1238,"['potensi', 'tugas', 'pajak', 'pelotot', 'ghosting', 'kafe', 'resto']",374,standar
1239,"['mohon', 'paspor', 'imigrasi', 'malang', 'mayoritas', 'umrah']",373,standar
1240,"['rektor', 'ub', 'pilih', 'mahasiswa']",303,standar
1241,"['prof', 'candra', 'libat', 'bangun', 'ub']",442,standar
1242,"['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']",452,standar
1243,"['arinda', 'ikon', 'pesona', 'batik', 'nusantara', 'sukses', 'usung', 'batik', 'dadaprejo', 'go', 'national']",370,standar
1244,"['hormat', 'ramadanumat', 'kristen', 'pujiharjo', 'tiada', 'bakti', 'bangun', 'rohani']",281,standar
1245,"['ajar', 'bakar', 'tunjung', 'plaza']",379,standar
1246,"['cerita', 'putar', 'balik', 'nomor', 'punggung', 'main', 'arema', 'fc']",475,standar
1247,"['jemput', 'bola', 'smartfren', 'luncur', 'program', 'motogp']",477,standar
1248,"['tahan', 'bos', 'sekolah', 'spi', 'timbang']",463,standar
1249,"['dana', 'rp', 'desa', 'kabupaten', 'malang', 'ganjal', 'syarat']",465,standar
1250,"['jaksa', 'kpk', 'tuding', 'gratifikasi', 'eddy', 'rumpoko', 'bantah', 'pinjam']",414,standar
1251,"['tahan', 'eddy', 'rumpoko', 'tuntut']",362,standar
1252,"['tinggal', 'korban', 'jadwal', 'uji', 'baik']",342,standar
1253,"['bri', 'dorong', 'lanjut', 'umkm', 'kelas', 'digitalisasi']",362,standar
1254,"['kabupaten', 'malang', 'guru', 'smp', 'swasta', 'lindung', 'program', 'bpjamsostek']",292,standar
1255,"['kontrak', 'panjang', 'main', 'muda', 'arema', 'fc', 'pantang', 'patah', 'arang']",438,standar
1256,"['kabar', 'revisi', 'uu', 'ppp', 'pakat', 'bentuk', 'undangundang', 'efisien']",257,standar
1257,"['gabung', 'arema', 'fc', 'ilham', 'udin', 'andal', 'chemistry', 'evan', 'mas']",256,standar
1258,"['catat', 'prosedur', 'jadwal', 'tukar', 'uang', 'idul', 'fitri', 'bi', 'malang']",313,standar
1259,"['konco', 'erick', 'thohir', 'kota', 'batu', 'buka', 'puasa', 'sosialisasi', 'capres']",360,standar
1260,"['jelang', 'lebaran', 'toeng', 'market', 'cyber', 'mall', 'promo']",359,standar
1261,"['hadap', 'saing', 'ketat', 'hasyim', 'kipuw', 'pilih', 'risau']",339,standar
1262,"['butuh', 'cold', 'storage', 'kelompok', 'tani', 'tulungrejo', 'terakomodir']",365,standar
1263,"['masuk', 'nilai', 'lanjut', 'ppd', 'pemkot', 'malang', 'optimis', 'raih']",316,standar
1264,"['tujuh', 'main', 'jual', 'jersey', 'arema', 'fc', 'drastis']",404,standar
1265,"['lahan', 'ribu', 'hektare', 'green', 'economy']",373,standar
1266,"['zona', 'jalan', 'rusak', 'pagak', 'tambal', 'rp', 'miliar']",444,standar
1267,"['bungkus', 'tas', 'kresek', 'bayi', 'perempuan', 'buang', 'rumah', 'kosong']",290,standar
1268,"['duga', 'laku', 'keroyok', 'putra', 'siregar', 'rico', 'valentino', 'lapor', 'polisi']",423,standar
1269,"['hasil', 'lelang', 'bumi', 'raya', 'unduhunduh', 'desa', 'swaru', 'bantu', 'musala']",282,standar
1270,"['layan', 'butuh', 'libur', 'lebaran', 'bri', 'siap', 'uang', 'tunai', 'rp', 'triliun']",356,standar
1271,"['arus', 'mudik', 'prediksi', 'tingkat', 'persen']",382,standar
1272,"['alas', 'bangun', 'underpass', 'butuh', 'lebar']",251,standar
1273,"['kabupaten', 'andal', 'pantai', 'potensi', 'kembang', 'sport', 'tourism']",294,standar
1274,"['suwaru', 'umat', 'kristenislam', 'baur', 'kompak', 'sih', 'ibadah']",468,standar
1275,"['bantu', 'hukum', 'warga', 'miskin', 'mudah']",428,standar
1276,"['jembatan', 'pelangi', 'tingkat', 'daya', 'dukung', 'wisata', 'ekonomi']",364,standar
1277,"['potensi', 'tugas', 'pajak', 'pelotot', 'ghosting', 'kafe', 'resto']",396,standar
1278,"['mohon', 'paspor', 'imigrasi', 'malang', 'mayoritas', 'umrah']",295,standar
1279,"['rektor', 'ub', 'pilih', 'mahasiswa']",271,standar
1280,"['prof', 'candra', 'libat', 'bangun', 'ub']",313,standar
1281,"['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']",399,standar
1282,"['arinda', 'ikon', 'pesona', 'batik', 'nusantara', 'sukses', 'usung', 'batik', 'dadaprejo', 'go', 'national']",370,standar
1283,"['hormat', 'ramadanumat', 'kristen', 'pujiharjo', 'tiada', 'bakti', 'bangun', 'rohani']",350,standar
1284,"['ajar', 'bakar', 'tunjung', 'plaza']",283,standar
1285,"['cerita', 'putar', 'balik', 'nomor', 'punggung', 'main', 'arema', 'fc']",323,standar
1286,"['jemput', 'bola', 'smartfren', 'luncur', 'program', 'motogp']",487,standar
1287,"['tahan', 'bos', 'sekolah', 'spi', 'timbang']",433,standar
1288,"['dana', 'rp', 'desa', 'kabupaten', 'malang', 'ganjal', 'syarat']",481,standar
1289,"['jaksa', 'kpk', 'tuding', 'gratifikasi', 'eddy', 'rumpoko', 'bantah', 'pinjam']",287,standar
1290,"['tahan', 'eddy', 'rumpoko', 'tuntut']",373,standar
1291,"['tinggal', 'korban', 'jadwal', 'uji', 'baik']",403,standar
1292,"['bri', 'dorong', 'lanjut', 'umkm', 'kelas', 'digitalisasi']",416,standar
1293,"['kabupaten', 'malang', 'guru', 'smp', 'swasta', 'lindung', 'program', 'bpjamsostek']",421,standar
1294,"['kontrak', 'panjang', 'main', 'muda', 'arema', 'fc', 'pantang', 'patah', 'arang']",260,standar
1295,"['kabar', 'revisi', 'uu', 'ppp', 'pakat', 'bentuk', 'undangundang', 'efisien']",467,standar
1296,"['gabung', 'arema', 'fc', 'ilham', 'udin', 'andal', 'chemistry', 'evan', 'mas']",338,standar
1297,"['catat', 'prosedur', 'jadwal', 'tukar', 'uang', 'idul', 'fitri', 'bi', 'malang']",463,standar
1298,"['konco', 'erick', 'thohir', 'kota', 'batu', 'buka', 'puasa', 'sosialisasi', 'capres']",290,standar
1299,"['jelang', 'lebaran', 'toeng', 'market', 'cyber', 'mall', 'promo']",472,standar
1300,"['hadap', 'saing', 'ketat', 'hasyim', 'kipuw', 'pilih', 'risau']",304,standar
1301,"['butuh', 'cold', 'storage', 'kelompok', 'tani', 'tulungrejo', 'terakomodir']",262,standar
1302,"['masuk', 'nilai', 'lanjut', 'ppd', 'pemkot', 'malang', 'optimis', 'raih']",467,standar
1303,"['tujuh', 'main', 'jual', 'jersey', 'arema', 'fc', 'drastis']",448,standar
1304,"['lahan', 'ribu', 'hektare', 'green', 'economy']",436,standar
1305,"['zona', 'jalan', 'rusak', 'pagak', 'tambal', 'rp', 'miliar']",312,standar
1306,"['bungkus', 'tas', 'kresek', 'bayi', 'perempuan', 'buang', 'rumah', 'kosong']",265,standar
1307,"['duga', 'laku', 'keroyok', 'putra', 'siregar', 'rico', 'valentino', 'lapor', 'polisi']",435,standar
1308,"['hasil', 'lelang', 'bumi', 'raya', 'unduhunduh', 'desa', 'swaru', 'bantu', 'musala']",465,standar
1309,"['layan', 'butuh', 'libur', 'lebaran', 'bri', 'siap', 'uang', 'tunai', 'rp', 'triliun']",309,standar
1310,"['arus', 'mudik', 'prediksi', 'tingkat', 'persen']",298,standar
1311,"['alas', 'bangun', 'underpass', 'butuh', 'lebar']",369,standar
1312,"['kabupaten', 'andal', 'pantai', 'potensi', 'kembang', 'sport', 'tourism']",481,standar
1313,"['suwaru', 'umat', 'kristenislam', 'baur', 'kompak', 'sih', 'ibadah']",495,standar
1314,"['bantu', 'hukum', 'warga', 'miskin', 'mudah']",356,standar
1315,"['jembatan', 'pelangi', 'tingkat', 'daya', 'dukung', 'wisata', 'ekonomi']",346,standar
1316,"['potensi', 'tugas', 'pajak', 'pelotot', 'ghosting', 'kafe', 'resto']",257,standar
1317,"['mohon', 'paspor', 'imigrasi', 'malang', 'mayoritas', 'umrah']",446,standar
1318,"['rektor', 'ub', 'pilih', 'mahasiswa']",409,standar
1319,"['prof', 'candra', 'libat', 'bangun', 'ub']",329,standar
1320,"['utakatik', 'kans', 'rektor', 'ub', 'candraimam', 'angin', 'unti', 'ludigdo', 'kuda', 'hitam']",361,standar
